Title,Release Date,Developer,Publisher,Genres,Product Rating,User Score,User Ratings Count,Platforms
Empire Earth II,26/4/2005,Mad Doc Software,Sierra Entertainment,Real-Time Strategy,Rated T For Teen,7.4,78,PC
OVIVO,12/5/2017,IzHard,IzHard,2D Platformer,Not Rated,7.5,12,PC
Nioh 2: Darkness in the Capital,15/10/2020,Team Ninja,Koei Tecmo Games,Action RPG,Not Rated,8.1,42,PlayStation 4
Spikeout: Battle Street,29/3/2005,Dimps Corporation,Sega,3D Beat-'Em-Up,Rated T For Teen,6.894852313,,Xbox
NHL 16,15/9/2015,EA Canada,EA Sports,Hockey Sim,Rated E +10 For Everyone +10,5.5,175,PlayStation 4
Need for Speed: Hot Pursuit 2,2/10/2002,EA Black Box,Electronic Arts,Auto Racing,Rated E For Everyone,8.4,157,GameCube
Shrek 2 (2004),28/4/2004,Vicarious Visions,Activision,2D Platformer,Rated E For Everyone,5.2,15,Game Boy Advance
Zoo Tycoon: Marine Mania,21/10/2002,Blue Fang Games,Microsoft Game Studios,Tycoon,Rated E For Everyone,6.9,11,PC
Pro Cycling Manager 2017,15/6/2017,Cyanide,Focus Home Interactive,Biking,Not Rated,6.5,8,PC
South Park: Tenorman's Revenge,30/3/2012,Other Ocean Interactive,Other Ocean Interactive,Action,Rated M For Mature,7.5,69,Xbox 360
Jeremy McGrath Supercross World,26/2/2002,Acclaim Studios Salt Lake City,Acclaim,Arcade Racing,Rated E For Everyone,6.894852313,,PlayStation 2
Haunted Hollow,2/5/2013,2K Games,2K Games,Board,Not Rated,6.894852313,,iOS (iPhone/iPad)
Dragon Ball: Revenge of King Piccolo,20/10/2009,Media.Vision,Namco Bandai Games,2D Beat-'Em-Up,Rated E +10 For Everyone +10,7.4,16,Wii
Jack Jeanne,15/6/2023,Broccoli,Aksys Games,Visual Novel,Rated T For Teen,7.7,46,Nintendo Switch
ONRUSH,5/6/2018,Codemasters,Codemasters,Auto Racing,Rated E +10 For Everyone +10,6.1,196,PlayStation 4
F1 2013,8/10/2013,Codemasters,Codemasters,Auto Racing Sim,Rated E For Everyone,6.8,42,PlayStation 3
Valhalla Knights 3,15/10/2013,K2,XSEED Games,Action RPG,Rated M For Mature,6.9,56,PlayStation Vita
Spy Hunter 2,24/11/2003,Angel Studios,Midway,Auto Racing,Rated T For Teen,6.894852313,,Xbox
Pillars of Eternity: The White March - Part 2,16/2/2016,Obsidian Entertainment,Paradox Interactive,Western RPG,Rated M For Mature,7.5,167,PC
Line of Sight: Vietnam,5/3/2003,Nfusion,Infogrames,FPS,Rated M For Mature,6,5,PC
Tekken 4,23/9/2002,Namco,Namco,3D Fighting,Rated T For Teen,8,193,PlayStation 2
Revolt,1/11/2010,Kristopher Peterson and Jaap Kreijkamp,Kristopher Peterson and Jaap Kreijkamp,Top-Down Shoot-'Em-Up,Not Rated,6.894852313,,iOS (iPhone/iPad)
Dive: The Medes Islands Secret,26/7/2010,Over the Top Games,Cosmonaut Games,Adventure,Rated E For Everyone,6.894852313,,Wii
Pitfall: The Mayan Adventure,10/6/2001,Pipe Dream Interactive,Majesco,2D Platformer,Rated E For Everyone,5.8,6,Game Boy Advance
Nightmares from the Deep 2: The Siren's Call,26/8/2016,Artifex Mundi,Artifex Mundi,Hidden Object,Rated E +10 For Everyone +10,6.894852313,,Xbox One
World Tour Soccer 2006,22/3/2005,SCEE London Studio,SCEA,Soccer Sim,Rated E For Everyone,6.894852313,,PlayStation 2
The Elder Scrolls IV: Oblivion,20/3/2006,Bethesda Game Studios,2K Games,Western RPG,Rated M For Mature,8.8,1210,Xbox 360
Road to Guangdong,28/8/2020,Just Add Oil Games,Excalibur Games,Vehicle Sim,Rated E For Everyone,6.894852313,,PC
Guinness World Records: The Videogame,11/11/2008,TT Fusion,Warner Bros. Interactive Entertainment,Party,Rated E +10 For Everyone +10,6.894852313,,Wii
Romance of the Three Kingdoms VIII,13/8/2003,Koei,Koei,Turn-Based Strategy,Rated E For Everyone,7.2,5,PlayStation 2
iBlast Moki,9/9/2009,Godzilab,Godzilab,Action,Not Rated,6.8,16,iOS (iPhone/iPad)
Super Princess Peach,27/2/2006,TOSE,Nintendo,2D Platformer,Rated E For Everyone,7.9,68,DS
Final Fantasy III (3D Remake),14/11/2006,Matrix Software,Square Enix,JRPG,Rated E +10 For Everyone +10,8.6,223,DS
The Yakuza Remastered Collection,20/8/2019,Ryu ga Gotoku Studios,Sega,Compilation,Rated M For Mature,7.9,41,PlayStation 4
Nintendo Switch Sports,29/4/2022,Nintendo,Nintendo,Athletics,Rated E +10 For Everyone +10,5.9,255,Nintendo Switch
TotemBall,4/10/2006,Strange Flavour,Freeverse Software,Rhythm,Rated E For Everyone,3.3,,Xbox 360
Golazo!,12/9/2019,Purple Tree,Klabater,Soccer,Rated E For Everyone,4.5,8,Nintendo Switch
Mortal Kombat 11 Ultimate,17/11/2020,NetherRealm Studios,Warner Bros. Games,2D Fighting,Rated M For Mature,7.2,457,PlayStation 4
RIVE,13/9/2016,Two Tribes,Two Tribes,2D Platformer,Rated E +10 For Everyone +10,7,23,PC
Nintendo Land,18/11/2012,Nintendo,Nintendo,Party,Rated E +10 For Everyone +10,7.9,584,Wii U
Neverending Nightmares,26/9/2014,Infinitap Games,Infinitap Games,Survival,Not Rated,7,102,PC
Spheroids,10/2/2017,Eclipse Games,Eclipse Games,2D Platformer,Rated E For Everyone,6.894852313,,Wii U
Halo: Spartan Strike,16/4/2015,343 Industries,Microsoft Game Studios,Top-Down Shoot-'Em-Up,Rated T For Teen,6.4,52,PC
The Witch and the Hundred Knight 2,27/3/2018,Nippon Ichi Software,NIS America,Action RPG,Rated T For Teen,6.3,17,PlayStation 4
Gorasul: Legacy of the Dragon,26/11/2001,Silver Style,JoWooD Entertainment AG,RPG,Rated T For Teen,5.8,8,PC
Hot Potato! (2001),1/7/2001,Pukka Games,Bam Entertainment,Action Puzzle,Rated E For Everyone,7.8,,Game Boy Advance
TouchMaster 2,21/10/2008,Midway Studios - San Diego,Midway,Puzzle,Rated E For Everyone,6.894852313,,DS
Zoids Assault,9/9/2008,Takara Tomy,Atlus,Turn-Based Strategy,Rated T For Teen,8.9,8,Xbox 360
C.O.R.E.,11/8/2009,NoWay Studio,Graffiti Entertainment,FPS,Rated M For Mature,6.894852313,,DS
Strike Fighters: Project 1,27/10/2002,Third Wire,Strategy First,Aircraft Combat Sim,Rated T For Teen,7.4,5,PC
OTXO,20/4/2023,Lateralis,Super Rare Originals,Linear Action Adventure,Not Rated,7.4,5,PC
My Hero One's Justice 2,13/3/2020,Bandai Namco Games,Bandai Namco Games,3D Fighting,Rated T For Teen,4.9,50,Nintendo Switch
Battlefield V,20/11/2018,EA DICE,Electronic Arts,Tactical FPS,Rated M For Mature,3.2,3286,Xbox One
Project CARS 2,22/9/2017,Slightly Mad Studios,Bandai Namco Games,Auto Racing Sim,Rated E For Everyone,6,220,PC
Kingdom Hearts: Birth by Sleep,7/9/2010,Square Enix,Square Enix,Action RPG,Rated E +10 For Everyone +10,8.4,571,PSP
Digimon All-Star Rumble,11/11/2014,Prope,Bandai Namco Games,3D Fighting,Rated E +10 For Everyone +10,5.4,45,PlayStation 3
Cyanide & Happiness - Freakpocalypse,11/3/2021,Explosm,Serenity Forge,Action Adventure,Not Rated,6.4,5,Nintendo Switch
Ape Escape Academy,17/1/2006,Shift,SCEA,Party,Rated E +10 For Everyone +10,5.7,9,PSP
Operation Flashpoint: Dragon Rising,6/10/2009,Codemasters,Codemasters,Tactical FPS,Rated M For Mature,6.2,45,PlayStation 3
Arkham Horror: Mother's Embrace,23/3/2021,LuckyHammers,Asmodee,Turn-Based Tactics,Not Rated,4.7,7,PC
Pro Cycling Manager Season 2008: Le Tour de France,27/6/2008,Cyanide,Focus Home Interactive,Biking,Rated E For Everyone,4.6,5,PC
Blobster,14/7/2011,Chillingo,Chillingo,Adventure,Not Rated,6.894852313,,iOS (iPhone/iPad)
MirrorMoon EP,4/9/2013,Santa Ragione,Santa Ragione,First-Person Adventure,Not Rated,5.8,24,PC
Home Sweet Home (2018),16/10/2018,Mastiff,Mastiff,First-Person Adventure,Rated M For Mature,6.6,27,PC
F1 Manager 2023,31/7/2023,Frontier Developments,Frontier Developments,Auto Racing Sim,Rated E For Everyone,6.1,33,PC
Pascal's Wager,16/1/2020,Giant Network,Giant Network,Action RPG,Not Rated,8.5,15,iOS (iPhone/iPad)
Brink,10/5/2011,Splash Damage,Bethesda Softworks,FPS,Rated T For Teen,5.8,409,Xbox 360
Tamagotchi Connection: Corner Shop 2,14/11/2006,NanaOn-Sha,Namco Bandai Games,Strategy,Rated E For Everyone,6.894852313,,DS
IL-2 Sturmovik: Cliffs of Dover,26/4/2011,1C: Maddox Games,Ubisoft,Aircraft Combat Sim,Rated T For Teen,7,119,PC
Rise of Nations: Rise of Legends,9/5/2006,Big Huge Games,Microsoft Game Studios,Real-Time Strategy,Rated T For Teen,8.3,99,PC
Ori and the Will of the Wisps,11/3/2020,Moon Studios,Microsoft Game Studios,Metroidvania,Rated E For Everyone,8.9,2025,Xbox One
Marvel's Spider-Man: Turf Wars,20/11/2018,Insomniac Games,Sony Interactive Entertainment,Open-World Action,Rated T For Teen,6.6,151,PlayStation 4
Prince of Persia Trilogy,19/4/2011,Ubisoft,Ubisoft,Compilation,Rated M For Mature,7.9,82,PlayStation 3
Until Dawn: Rush of Blood,10/10/2016,Supermassive Games,Sony Interactive Entertainment,Rail Shooter,Rated M For Mature,7.9,205,PlayStation 4
Empires: Dawn of the Modern World,21/10/2003,Stainless Steel Studios,Activision,Real-Time Strategy,Rated T For Teen,8.3,40,PC
Forgive me Father,26/10/2021,Byte Barrel,1C Entertainment,FPS,Not Rated,7,26,PC
Company of Heroes 2: Ardennes Assault,17/11/2014,Relic Entertainment,Sega,Real-Time Strategy,Rated M For Mature,6.3,87,PC
KeyWe,31/8/2021,Stonewheat & Sons,Sold Out,Action Puzzle,Not Rated,8.7,6,PC
WTF: Work Time Fun,17/10/2006,SCEJ,D3Publisher,Party,Rated T For Teen,6.894852313,,PSP
Godzilla: Destroy All Monsters Melee,8/10/2002,"Pipeworks Software, Inc.",Atari SA,3D Fighting,Rated T For Teen,7,23,GameCube
The Legend of Spyro: Dawn of the Dragon (2008),21/10/2008,Etranges Libellules,Activision,3D Platformer,Rated E +10 For Everyone +10,6.6,48,PlayStation 3
Star Wars Galaxies: Jump to Lightspeed,26/10/2004,Sony Online Entertainment,LucasArts,MMORPG,Rated T For Teen,5.4,17,PC
ModNation Racers,25/5/2010,United Front Games,SCEA,Arcade Racing,Rated E For Everyone,7.8,167,PlayStation 3
Kingdom Under Fire: A War of Heroes,18/1/2001,Bloom Technology,Gathering,Real-Time Strategy,Rated T For Teen,5.9,9,PC
Frostpunk: The Last Autumn,21/1/2020,11 bit studios,11 bit studios,Management,Not Rated,8.5,58,PC
World of Warcraft: Warlords of Draenor,13/11/2014,Blizzard Entertainment,Blizzard Entertainment,MMORPG,Rated T For Teen,3.8,2186,PC
Subject 13,28/5/2015,Paul Cuisset,Microids,Point-and-Click,Not Rated,6.3,16,PC
Strike Vector,28/1/2014,Ragequit Corporation,Ragequit Corporation,FPS,Not Rated,7.7,54,PC
The Invisible Hand,7/5/2021,Power Struggle Games,Fellow Traveller,Virtual Career,Not Rated,8,,PC
Links 2004,11/11/2003,Indie Built,Microsoft Game Studios,Golf Sim,Rated E For Everyone,8.2,5,Xbox
ATONE: Heart of the Elder Tree,27/1/2023,Wildboy Studios,Untold Tales,Action Adventure,Rated T For Teen,6.894852313,,PC
Star Wars: Tiny Death Star,15/10/2013,NimbleBit,LucasArts,Tycoon,Not Rated,6.4,9,iOS (iPhone/iPad)
Pure,23/9/2008,Black Rock Studio,Disney Interactive Studios,Auto Racing,Rated E For Everyone,7.7,67,PC
Roogoo,4/6/2008,SpiderMonk,SouthPeak Games,Puzzle,Rated E For Everyone,6.894852313,,PC
Medieval Moves: Deadmund's Quest,15/11/2011,Zindagi Games,SCEA,Action Adventure,Rated E +10 For Everyone +10,7,19,PlayStation 3
Monsters Ate My Birthday Cake,26/6/2014,SleepNinja Games,Cartoon Network,Action,Not Rated,6.5,13,iOS (iPhone/iPad)
Primal Carnage,29/10/2012,Lukewarm Media,Reverb,FPS,Not Rated,7.6,134,PC
Tiger Woods PGA Tour 2003,29/10/2002,EA Sports,EA Sports,Golf Sim,Rated E For Everyone,6.894852313,,PlayStation 2
Reventure,8/10/2019,Pixelatto,Pixelatto,Open-World Action,Rated T For Teen,8,23,PC
Infinite Crisis,26/3/2015,Turbine Inc.,Warner Bros. Interactive Entertainment,MOBA,Rated T For Teen,6.6,32,PC
Draugen,29/5/2019,Red Thread Games,Red Thread Games,First-Person Adventure,Not Rated,6.7,98,PC
Mega Man Powered Up,14/3/2006,Capcom,Capcom,2D Platformer,Rated E For Everyone,8.6,131,PSP
Wii Fit U,1/11/2013,Nintendo,Nintendo,Exercise,Rated E For Everyone,7.8,80,Wii U
Contra: Evolution,31/5/2013,,,2D Platformer,Not Rated,7.4,7,iOS (iPhone/iPad)
Ace Combat 7: Skies Unknown,18/1/2019,Project Aces,Bandai Namco Games,Aircraft Combat Sim,Rated T For Teen,7.9,428,PlayStation 4
Mobile Suit Gundam: Extreme VS. MaxiBoost ON,30/7/2020,Bandai Namco Games,Bandai Namco Games,3D Fighting,Rated T For Teen,7.2,45,PlayStation 4
Hyperdimension Neptunia Victory,21/3/2013,Compile Heart,NIS America,JRPG,Rated T For Teen,7.6,87,PlayStation 3
ARK Park,22/3/2018,Snail Games,Studio Wildcard,First-Person Adventure,Rated T For Teen,4.6,25,PC
Yoshi Topsy-Turvy,13/6/2005,Artoon,Nintendo,2D Platformer,Rated E For Everyone,7.7,10,Game Boy Advance
Attack on Titan,30/8/2016,Omega Force,Koei Tecmo Games,Action Adventure,Rated M For Mature,6.894852313,,PlayStation 4
The Liar Princess and the Blind Prince,12/2/2019,Nippon Ichi Software,NIS America,Action Adventure,Rated E +10 For Everyone +10,7.3,41,Nintendo Switch
Elements of Destruction,18/6/2008,Frozen Codebase,THQ,Strategy,Rated T For Teen,6.894852313,,Xbox 360
60 Parsecs!,18/9/2018,Robot Gentleman,Robot Gentleman,Adventure,Not Rated,7.1,27,PC
Kingdom Hearts HD 2.5 ReMIX,2/12/2014,Square Enix,Square Enix,Compilation,Rated E +10 For Everyone +10,8.8,497,PlayStation 3
Lethal Skies Elite Pilot: Team SW,31/5/2002,Bit Town,Sammy Studios,Aircraft Combat Sim,Rated E For Everyone,6.894852313,,PlayStation 2
Session: Skate Sim,22/9/2022,Crea-ture Studios,Nacon,Skating,Rated T For Teen,4.9,25,PC
Call of Duty: Modern Warfare III,10/11/2023,Infinity Ward,Activision,Tactical FPS,Rated M For Mature,2,1795,Xbox Series X
Roboto (2011),28/7/2011,Fenix Fire,Fenix Fire,Miscellaneous,Not Rated,6.894852313,,iOS (iPhone/iPad)
Tropico,5/4/2001,PopTop Software,Gathering,Management,Rated T For Teen,8.2,121,PC
Ground Control II: Operation Exodus,23/6/2004,Massive Entertainment,VU Games,Real-Time Tactics,Rated T For Teen,8.3,41,PC
GoldenEye 007,25/8/1997,Rare Ltd.,Nintendo,FPS,Rated T For Teen,8.9,857,Nintendo 64
Star Wars Episode I: Jedi Power Battles,4/10/2000,LucasArts,LucasArts,3D Beat-'Em-Up,Rated T For Teen,7.5,22,Dreamcast
WWE Day of Reckoning 2,29/8/2005,Yuke's,THQ,Wrestling,Rated T For Teen,7.9,18,GameCube
Solar 2,17/6/2011,Murudai,Murudai,Sandbox,Not Rated,6.9,74,PC
No Straight Roads,25/8/2020,Metronomik,Sold Out,Open-World Action,Not Rated,6.9,89,PlayStation 4
Little Inferno,18/11/2012,Tomorrow Corporation,Tomorrow Corporation,Action Puzzle,Rated T For Teen,7.4,86,PC
The Suffering: Ties That Bind,26/9/2005,Surreal Software,Midway,Survival,Rated M For Mature,8.1,30,Xbox
Banjo-Kazooie: Grunty's Revenge,10/9/2003,Rare Ltd.,THQ,3D Platformer,Rated E For Everyone,7.5,28,Game Boy Advance
Tunnel Rats: 1968,15/5/2009,Replay Studios,Boll AG,FPS,Not Rated,2.1,14,PC
Pokemon Ultra Moon,17/11/2017,Game Freak,Nintendo,Trainer RPG,Rated E For Everyone,7.6,856,3DS
Painkiller: Overdose,26/10/2007,Mindware Studios,DreamCatcher Interactive,FPS,Rated M For Mature,6.4,75,PC
Trauma,,Krystian Majewski,Headup Games,Adventure,Not Rated,6.894852313,,iOS (iPhone/iPad)
Separation,4/3/2020,Recluse Industries,Recluse Industries,First-Person Adventure,Rated E For Everyone,5.1,19,PlayStation 4
Disney Dreamlight Valley,5/12/2023,Gameloft,Gameloft,Virtual Life,Not Rated,5.5,13,PlayStation 5
RayStorm,,Taito Corporation,Working Designs,Vertical Shoot-'Em-Up,Not Rated,6.894852313,,PlayStation
Adventure Island: The Beginning,25/5/2009,Hudson,Hudson Entertainment,2D Platformer,Rated E For Everyone,6.894852313,,Wii
Valkyria Chronicles,4/11/2008,Sega,Sega,Turn-Based Tactics,Rated T For Teen,8.7,344,PlayStation 3
Steredenn,1/4/2016,Pixelnest Studio,Plug In Digital,Horizontal Shoot-'Em-Up,Rated E +10 For Everyone +10,6.5,11,PC
The King of Fighters XV,14/2/2022,SNK Corporation,Prime Matter,2D Fighting,Rated T For Teen,7.5,88,PlayStation 4
Mega Man Legacy Collection + Mega Man Legacy Collection 2,22/5/2018,Digital Eclipse,Capcom,Compilation,Rated E +10 For Everyone +10,6.5,32,Nintendo Switch
Megaquarium,13/9/2018,Twice Circled,Twice Circled,Tycoon,Not Rated,7.8,25,PC
Sam & Max Episode 101: Culture Shock,18/10/2006,Telltale Games,GameTap,Point-and-Click,Rated T For Teen,6.9,27,PC
The Sims 4: Get Famous,16/11/2018,Electronic Arts,Electronic Arts,Virtual Life,Rated T For Teen,5.7,20,PC
Karaoke Revolution (2003),24/10/2003,Harmonix Music Systems,Konami,Rhythm,Rated E For Everyone,4,,PlayStation 2
SG/ZH: School Girl Zombie Hunter,17/11/2017,Tamsoft,Aksys Games,Third Person Shooter,Rated M For Mature,6.1,19,PlayStation 4
Call of Duty: WWII - The Resistance,30/1/2018,Sledgehammer Games,Activision,FPS,Rated M For Mature,2.7,26,PlayStation 4
Legend of the North: Konung,31/12/2000,1C Entertainment,Strategy First,RPG,Rated T For Teen,6.5,8,PC
Nioh: Bloodshed's End,26/9/2017,Team Ninja,Sony Interactive Entertainment,Action RPG,Rated M For Mature,8,79,PlayStation 4
Twin Breaker: A Sacred Symbols Adventure,24/3/2020,Lillymo Games,Lillymo Games,Arcade,Rated E For Everyone,7.9,55,PlayStation 4
Dead Rising: Chop Till You Drop,24/2/2009,TOSE,Capcom,Open-World Action,Rated M For Mature,6,18,Wii
Once Upon a Jester...,9/11/2022,Bonte Avond,Crunching Koalas,Adventure,Not Rated,7.2,6,PC
Intruders: Hide and Seek,13/2/2019,Tessera Studios,Daedalic Entertainment,Action Adventure,Rated M For Mature,6.7,23,PlayStation 4
Fast & Furious 6: The Game,15/5/2013,Kabam,Kabam,Auto Racing Sim,Not Rated,6.894852313,,iOS (iPhone/iPad)
Boomerang X,8/7/2021,DANG!,DANG!,FPS,Not Rated,6.5,17,PC
Velocity 2X,2/9/2014,FuturLab,FuturLab,Top-Down Shoot-'Em-Up,Rated E +10 For Everyone +10,6.9,334,PlayStation Vita
Star Wars Galactic Battlegrounds,11/11/2001,LucasArts,LucasArts,Real-Time Strategy,Rated T For Teen,7.8,77,PC
The Padre,18/4/2019,Shotgun with Glitters,Feardemic,Adventure,Not Rated,6.894852313,,PC
Soldner-X: Himmelssturmer,4/12/2008,SideQuest Studios,EastAsiaSoft,Vertical Shoot-'Em-Up,Rated E For Everyone,5.7,7,PC
Dungeon Keeper (2014),29/1/2014,Bullfrog Productions,Electronic Arts,Real-Time Strategy,Not Rated,0.4,625,iOS (iPhone/iPad)
Control: AWE,27/8/2020,Remedy Entertainment,Epic Games,Action Adventure,Rated M For Mature,7.3,31,PlayStation 4
Reigns: Her Majesty,6/12/2017,Nerial,Devolver Digital,Simulation,Not Rated,7.1,31,PC
Gunner Z,2/10/2013,"BitMonster, Inc.","BitMonster, Inc.",Action,Not Rated,6.894852313,,iOS (iPhone/iPad)
Them's Fightin' Herds,18/10/2022,"Mane6, Inc.",Modus Games,2D Fighting,Rated E +10 For Everyone +10,6.894852313,,PC
Galactic Civilizations II: Dark Avatar,14/2/2007,Stardock,Stardock,4X Strategy,Not Rated,7.7,44,PC
Storm: Frontline Nation,10/6/2011,SimBin,Just A Game,Turn-Based Strategy,Not Rated,8,15,PC
Source of Madness,11/5/2022,Carry Castle,Thunderful,Action Adventure,Not Rated,6.3,6,PC
Conquest: Frontier Wars,14/8/2001,Fever Pitch Studios,Ubisoft,Strategy,Rated T For Teen,7.7,11,PC
"Bury me, my Love",10/1/2019,Plug In Digital,Plug In Digital,Visual Novel,Rated E +10 For Everyone +10,4.9,34,PC
Left 4 Dead 2: The Passing,22/4/2010,Valve Software,Electronic Arts,Tactical FPS,Rated M For Mature,8.1,30,PC
SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,23/6/2020,Purple Lamp Studios,THQ Nordic,3D Platformer,Rated E +10 For Everyone +10,8.8,2173,PlayStation 4
Rolando 2: Quest for the Golden Orchid,1/7/2009,HandCircus,ngmoco,3D Platformer,Rated E For Everyone,7.3,7,iOS (iPhone/iPad)
Seven Samurai 20XX,12/3/2004,Dimps Corporation,Sammy Studios,3D Beat-'Em-Up,Rated T For Teen,7,,PlayStation 2
Drone Tactics,12/5/2008,Success,Atlus,Turn-Based Strategy,Rated E +10 For Everyone +10,6.894852313,,DS
Rainbow Islands: Towering Adventure!,15/6/2009,Taito Corporation,Square Enix,Action,Rated E For Everyone,6.894852313,,Wii
Gorky Zero: Beyond Honor,,Metropolis Software,JoWooD Entertainment AG,Tactical Third Person Shooter,Not Rated,6.894852313,,PC
Lords of the Fallen (2014),28/10/2014,Deck 13,City Interactive,Action RPG,Rated M For Mature,6.3,636,PlayStation 4
Malicious,24/7/2012,Alvion,SCEA,Action,Rated T For Teen,5.7,38,PlayStation 3
Tower 57,16/11/2017,Pixwerk,11 bit studios,Top-Down Shoot-'Em-Up,Not Rated,6.5,15,PC
Darksiders,5/1/2010,Vigil Games,THQ,Open-World Action,Rated M For Mature,8.1,324,Xbox 360
Brutal Legend,13/10/2009,Double Fine Productions,EA Games,Open-World Action,Rated M For Mature,7.7,175,PlayStation 3
The Banner Saga 3,26/7/2018,Stoic,Versus Evil,Turn-Based Tactics,Rated T For Teen,8,146,PC
Ms. 'Splosion Man,13/7/2011,Twisted Pixel Games,Twisted Pixel Games,2D Platformer,Rated T For Teen,6.9,34,Xbox 360
Nerve,16/2/2021,Gunfish Games,Gunfish Games,Arcade,Not Rated,6.894852313,,PC
Viking: Battle for Asgard,25/3/2008,Creative Assembly,Sega,Action Adventure,Rated M For Mature,7.6,48,PlayStation 3
Valkyria Chronicles 4,25/9/2018,Sega,Sega,Turn-Based Tactics,Rated T For Teen,8.1,222,PlayStation 4
Catapult King (2012),7/6/2012,Chillingo,Chillingo,Action,Not Rated,6.894852313,,iOS (iPhone/iPad)
Kinect Sports: Season Two,25/10/2011,BigPark,Microsoft Game Studios,Sports,Rated E For Everyone,7,48,Xbox 360
Time Crisis: Crisis Zone,19/10/2004,TOSE,Namco,Light Gun,Rated T For Teen,7.8,6,PlayStation 2
Forza Motorsport 7,29/9/2017,Turn 10,Microsoft Game Studios,Auto Racing Sim,Rated E For Everyone,6.5,1105,Xbox One
NCAA Football 2004,16/7/2003,EA Sports,EA Sports,Football Sim,Rated E For Everyone,5.5,8,PlayStation 2
NCAA Basketball 10,16/11/2009,EA Canada,EA Sports,Basketball Sim,Rated E For Everyone,6.894852313,,PlayStation 3
Mario Superstar Baseball,29/8/2005,Namco,Nintendo,Baseball,Rated E For Everyone,8.3,35,GameCube
Blade Strangers,28/8/2018,Studio Saizensen,Nicalis,2D Fighting,Rated T For Teen,7.9,18,PlayStation 4
